LAST EDITED DATE,OBSERVATION COUNT,COUNTRY,COUNTRY CODE,STATE,STATE CODE,LOCALITY ID,LOCALITY TYPE,LATITUDE,LONGITUDE,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,DURATION MINUTES,EFFORT DISTANCE KM,EFFORT AREA HA,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER,TRIP COMMENTS,SPECIES COMMENTS,year,OBSERVATION_DATE
2020-02-28 22:47:14,2,Australia,AU,Victoria,AU-VIC,L3183257,H,-38.2734,144.55200000000002,2019-06-25,12:20:00,obsr1164386,S57668644,Traveling,27.0,2.0,,1.0,1,,Bird seen whilst working doing coastal surveys ,,2019,2019-06-25
2019-06-19 00:32:33,44,Australia,AU,Victoria,AU-VIC,L3016060,H,-38.1667001,141.2333394,2019-06-08,08:50:00,obsr465551,S57253322,Traveling,250.0,12.0,,1.0,1,,beachwalk covering area btwn Lake Monibeong and Swan Lake. Recent weather conditions have like contributed to many exhausted and dying seabird - in particular run of Southern Fulmar in southern Aus. At least 5 dead birds collected in the Portland - Discovery bay area over w-end.,"mostly adult birds, 2 juvs observed",2019,2019-06-08
2020-06-08 07:08:11,1,Australia,AU,Tasmania,AU-TAS,L8585337,H,-40.8302778,147.67,2019-12-22,14:25:00,obsr1396603,S62520116,Traveling,251.0,8.23,,1.0,1,,,,2019,2019-12-22
2020-02-29 00:33:32,1,Australia,AU,Victoria,AU-VIC,L7490073,H,-38.7615,143.6797276,2019-11-28,17:44:00,obsr1082190,S61810217,Traveling,20.0,1.416,,1.0,1,,,,2019,2019-11-28
2019-01-28 18:24:31,2,Australia,AU,Tasmania,AU-TAS,L8516564,P,-43.5630077,146.6230107,2019-01-26,08:00:00,obsr450230,S52150337,Traveling,480.0,10.0,,2.0,1,,With Anna Brooks.,,2019,2019-01-26
2020-02-28 22:18:36,2,Australia,AU,Victoria,AU-VIC,L2549290,H,-38.60506,146.88789,2019-07-03,07:55:00,obsr1048300,S57878678,Traveling,190.0,10.0,,1.0,1,,,,2019,2019-07-03
2020-02-28 23:05:16,2,Australia,AU,Victoria,AU-VIC,L3118536,H,-38.30023,144.37434,2019-06-28,,obsr529639,S63988701,Incidental,,,,1.0,0,,GFNC web site Observation,"Observed by Geoff Gates at Thompson Creek Estuary, Point Impossible (-38.30303, 144.377754). An adult and juvenile with Double-banded & Red-capped Plovers",2019,2019-06-28
2020-06-03 08:34:42,2,Australia,AU,Tasmania,AU-TAS,L2548258,H,-40.9098033,144.6798334,2019-03-05,13:50:00,obsr450602,S54356547,BirdLife Australia 500m radius search,30.0,,,3.0,1,,,,2019,2019-03-05
2020-04-11 03:33:32,2,Australia,AU,Victoria,AU-VIC,L1125180,P,-38.3819894,142.2311389,2019-05-07,10:00:00,obsr450666,S56166094,Incidental,,,,1.0,0,,Driving on Ocean Drive,,2019,2019-05-07
2019-09-15 07:29:10,2,Australia,AU,South Australia,AU-SA,L6695067,H,-34.4864829,136.1136575,2019-08-31,14:00:00,obsr1444895,S59816406,Historical,155.0,1.0,0.8094,1.0,1,,,,2019,2019-08-31
2019-10-10 03:11:48,2,Australia,AU,Tasmania,AU-TAS,L943017,H,-43.3641897,147.3341274,2019-10-10,10:50:00,obsr450599,S60494988,Traveling,35.0,0.6,,3.0,1,,,,2019,2019-10-10
2020-02-28 23:42:57,2,Australia,AU,Victoria,AU-VIC,L2552344,H,-37.58444,149.73936,2019-10-15,15:38:00,obsr450768,S60634515,Traveling,62.0,2.52,,1.0,1,,Overcast.,,2019,2019-10-15
2020-02-28 23:38:59,2,Australia,AU,Victoria,AU-VIC,L2548789,H,-37.91879,147.71859,2019-01-07,09:36:00,obsr623058,S51414412,Traveling,212.0,24.32,,2.0,1,,,,2019,2019-01-07
2020-02-28 23:42:57,2,Australia,AU,Victoria,AU-VIC,L2552344,H,-37.58444,149.73936,2019-12-15,14:30:00,obsr450664,S62319972,Traveling,60.0,1.0,,1.0,1,,,,2019,2019-12-15
2020-02-17 18:42:25,1,Australia,AU,New South Wales,AU-NSW,L2550521,H,-36.36991,150.07982,2019-12-02,07:06:00,obsr907267,S61906312,Traveling,64.0,1.83,,1.0,1,,,,2019,2019-12-02
2020-02-28 23:32:23,6,Australia,AU,Victoria,AU-VIC,L1121735,H,-38.3565457,142.3109722,2019-06-15,15:00:00,obsr51415,S57384861,Traveling,47.0,1.0,,1.0,1,G4283177,,good number ,2019,2019-06-15
2019-11-16 13:29:11,3,Australia,AU,South Australia,AU-SA,L1007582,H,-35.9921014,137.3194263,2019-10-03,11:31:00,obsr956355,S60299145,Incidental,,,,1.0,0,,,,2019,2019-10-03
2020-06-13 00:40:04,2,Australia,AU,South Australia,AU-SA,L1007582,H,-35.9921014,137.3194263,2019-05-13,12:00:00,obsr487523,S69558991,Traveling,120.0,3.219,,4.0,1,,,,2019,2019-05-13
2019-04-20 21:16:16,3,Australia,AU,Tasmania,AU-TAS,L8835464,P,-42.581366,148.0683857,2019-03-11,10:09:00,obsr1043793,S53719764,Traveling,480.0,8.0,,2.0,1,,,2 juvs,2019,2019-03-11
2019-03-03 20:52:21,1,Australia,AU,South Australia,AU-SA,L1158643,H,-35.8531961,137.7419043,2019-03-04,09:53:00,obsr714797,S53364191,Traveling,61.0,1.4,,2.0,1,,,,2019,2019-03-04
2020-02-17 03:23:27,1,Australia,AU,New South Wales,AU-NSW,L4821025,P,-35.4022898,150.4450178,2019-11-08,08:00:00,obsr518133,S61250214,Traveling,135.0,4.0,,17.0,1,G4647792,MUD Birding,,2019,2019-11-08
2019-04-29 02:06:03,5,Australia,AU,Tasmania,AU-TAS,L933803,H,-42.6435561,148.0778503,2019-02-24,07:00:00,obsr721783,S54235286,Traveling,720.0,12.0,,1.0,1,,,,2019,2019-02-24
2020-04-05 22:25:22,1,Australia,AU,Victoria,AU-VIC,L2531386,H,-37.85859,148.08506,2019-01-28,13:00:00,obsr645662,S52645711,Traveling,90.0,3.0,,2.0,1,G3852686,,,2019,2019-01-28
2020-02-28 23:01:03,2,Australia,AU,Victoria,AU-VIC,L10317284,P,-38.4289289,144.1824218,2019-11-21,15:00:00,obsr201857,S62460978,Stationary,1200.0,,,7.0,0,,,,2019,2019-11-21
2020-02-28 23:01:45,2,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-05-23,10:15:00,obsr653792,S56884401,Traveling,60.0,1.5,,2.0,1,G4236995,,,2019,2019-05-23
2020-05-13 14:01:49,1,Australia,AU,South Australia,AU-SA,L1299637,H,-35.2264384,136.8953133,2019-10-29,06:00:00,obsr1315853,S61015950,Traveling,720.0,30.0,,1.0,1,,,,2019,2019-10-29
2020-02-28 22:58:59,3,Australia,AU,Victoria,AU-VIC,L9295794,P,-38.273709,144.603418,2019-05-19,08:00:00,obsr1273902,S56469210,Traveling,138.0,4.02,,3.0,1,,,"2 adult, 1 juvenile",2019,2019-05-19
2020-02-17 00:37:28,1,Australia,AU,New South Wales,AU-NSW,L3488998,H,-36.8542538,149.9444493,2019-11-13,11:54:00,obsr547971,S61406158,Stationary,13.0,,,1.0,1,,,,2019,2019-11-13
2020-02-28 22:53:40,1,Australia,AU,Victoria,AU-VIC,L4051176,H,-38.2838273,144.4265056,2019-01-24,19:00:00,obsr598621,S52013986,Traveling,35.0,0.4,,2.0,1,G3794049,,"Flagged bird PC, one of nesting pair from nearby section of beach.",2019,2019-01-24
2020-04-03 15:31:38,4,Australia,AU,Victoria,AU-VIC,L2123915,P,-38.7529588,143.665123,2019-05-16,12:35:00,obsr1164386,S56602349,Incidental,,,,1.0,0,,Birds seen throughout day whilst at work doing coastal surveys in Apollo Bay area,,2019,2019-05-16
2020-02-28 22:31:29,9,Australia,AU,Victoria,AU-VIC,L2548623,H,-38.27322,144.59381,2019-04-12,09:00:00,obsr825168,S54886501,Traveling,140.0,2.0,,1.0,1,,Observations from far east end to SE part.,"1 immature by itself and a loose flock of 5 immatures and 3 adults, on main lake edge as well as dry pond next to golf course pond.",2019,2019-04-12
2020-02-28 22:55:31,2,Australia,AU,Victoria,AU-VIC,L5106420,P,-38.2813131,144.4328356,2019-01-15,18:45:00,obsr825168,S51718588,Stationary,5.0,,,2.0,1,,Observed distantly from Blue Rocks.,At nest site.,2019,2019-01-15
2019-08-11 12:51:52,1,Australia,AU,Western Australia,AU-WA,L7101844,H,-32.0062746,115.8313948,2019-06-17,15:10:00,obsr520000,S57450006,Traveling,77.0,1.855,,3.0,1,,,,2019,2019-06-17
2020-04-04 23:01:21,1,Australia,AU,Victoria,AU-VIC,L2552516,H,-37.57124,149.76356,2019-11-30,16:00:00,obsr450593,S61891396,Traveling,120.0,5.0,,2.0,1,G4711236,Clearing skies and abating south westerly wind.  Mostly overcast,,2019,2019-11-30
2020-03-14 14:53:28,2,Australia,AU,Victoria,AU-VIC,L8786141,H,-38.6348578,145.7488775,2019-11-19,07:00:00,obsr439702,S61634663,Traveling,150.0,1.0,,12.0,1,G4685739,"Branch camp at Inverloch. Obs around the Reserve & nearby beach in early morning & late afternoon. Weather cool in the morning, warm later, few clouds.",Just over a small dune from camp. Leg flag 55 on one bird.,2019,2019-11-19
2019-02-05 05:54:41,16,Australia,AU,Tasmania,AU-TAS,L4326797,H,-40.8044305,145.1873302,2019-01-21,06:45:00,obsr441547,S51882722,Traveling,202.0,9.55,,3.0,1,G3781883,Warm and sunny with a gentle westerly. Walked to the most easterly end of Anthony's Beach and back.,1 juv,2019,2019-01-21
2019-01-19 00:45:35,5,Australia,AU,Tasmania,AU-TAS,L8454541,P,-43.0108389,147.9296861,2019-01-19,16:27:00,obsr685556,S51815254,Traveling,18.0,0.612,,1.0,1,,,,2019,2019-01-19
2020-02-28 23:42:57,2,Australia,AU,Victoria,AU-VIC,L2552344,H,-37.58444,149.73936,2019-03-24,12:34:00,obsr530374,S54157006,Traveling,1020.0,0.467,,1.0,1,,Sunny. No wind 21c,,2019,2019-03-24
2020-04-06 03:35:08,4,Australia,AU,Victoria,AU-VIC,L1175694,H,-37.8019022,148.5479128,2019-08-30,16:21:00,obsr556373,S59368928,Traveling,60.0,1.0,,2.0,1,G4469804,,,2019,2019-08-30
2019-10-27 00:57:22,2,Australia,AU,Tasmania,AU-TAS,L943017,H,-43.3641897,147.3341274,2019-10-27,10:07:00,obsr300301,S60958616,Traveling,10.0,0.225,,8.0,1,G4617483,,,2019,2019-10-27
2019-12-30 04:49:36,2,Australia,AU,Tasmania,AU-TAS,L943017,H,-43.3641897,147.3341274,2019-10-26,09:03:00,obsr32462,S62541991,Traveling,138.0,8.047,,8.0,1,G4614814,,,2019,2019-10-26
2020-04-03 05:44:09,1,Australia,AU,New South Wales,AU-NSW,L2550521,H,-36.36991,150.07982,2019-12-07,07:49:00,obsr907267,S62096467,Traveling,67.0,2.0,,1.0,1,,,,2019,2019-12-07
2019-02-12 19:01:08,2,Australia,AU,South Australia,AU-SA,L8600645,P,-34.962226,135.990748,2019-02-12,15:38:00,obsr1056067,S52637937,Traveling,60.0,1.0,,1.0,1,,,,2019,2019-02-12
2019-10-31 05:31:27,2,Australia,AU,South Australia,AU-SA,L1007582,H,-35.9921014,137.3194263,2019-10-26,12:50:00,obsr915945,S60989836,Traveling,60.0,0.805,,4.0,1,,"windy, temp mid 60s",,2019,2019-10-26
2020-02-17 03:18:26,2,Australia,AU,New South Wales,AU-NSW,L2541593,H,-35.3761915,150.4657137,2019-08-24,09:21:00,obsr516638,S59207664,Stationary,10.0,,,2.0,1,G4453974,,,2019,2019-08-24
2020-04-05 22:25:22,1,Australia,AU,Victoria,AU-VIC,L2531386,H,-37.85859,148.08506,2019-01-28,13:00:00,obsr849268,S52645435,Traveling,90.0,3.0,,2.0,1,G3852686,,,2019,2019-01-28
2019-06-26 07:29:07,2,Australia,AU,Tasmania,AU-TAS,L933803,H,-42.6435561,148.0778503,2019-05-31,09:38:00,obsr416530,S57702105,Traveling,360.0,8.0,,2.0,1,G4315091,,,2019,2019-05-31
2019-12-22 01:29:34,1,Australia,AU,Tasmania,AU-TAS,L933803,H,-42.6435561,148.0778503,2019-12-22,12:40:00,obsr540127,S62515307,Traveling,120.0,4.0,,2.0,1,,,,2019,2019-12-22
2020-04-14 17:46:19,12,Australia,AU,Victoria,AU-VIC,L2548751,H,-38.26204,144.57964,2019-05-17,,obsr529639,S63988653,Incidental,,,,1.0,0,,GFNC web site Observation,"Observed by Jennifer Carr at Freshwater Lake (Point Lonsdale) (-38.26131, 144.583821).",2019,2019-05-17
2020-02-28 23:37:53,2,Australia,AU,Victoria,AU-VIC,L2041682,H,-37.6462477,149.7004795,2019-09-21,09:30:00,obsr431910,S59964363,Traveling,123.0,5.0,,5.0,1,G4524898,,,2019,2019-09-21
2020-04-19 22:50:14,2,Australia,AU,Victoria,AU-VIC,L5149882,P,-38.2869444,144.4997222,2019-09-07,15:30:00,obsr598621,S59571208,Traveling,60.0,0.5,,2.0,1,G4490841,,One pair roosting at high tide on Ocean Grove side.  One bird had white flag UU on left leg.  Seen earlier further up estuary.,2019,2019-09-07
2020-02-28 23:37:53,2,Australia,AU,Victoria,AU-VIC,L2041682,H,-37.6462477,149.7004795,2019-11-23,16:50:00,obsr776731,S61722550,Traveling,133.0,4.1,,1.0,1,,"day visitor area, beach, coast tracks",,2019,2019-11-23
2019-03-04 01:06:25,12,Australia,AU,Tasmania,AU-TAS,L1206904,H,-42.8292123,147.8733158,2019-03-04,11:30:00,obsr634197,S53364660,Traveling,93.0,5.0,,1.0,1,,,,2019,2019-03-04
2020-02-28 23:01:45,3,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-07-25,10:26:00,obsr428349,S58429168,Traveling,34.0,1.154,,2.0,1,,,,2019,2019-07-25
2020-02-28 23:01:45,2,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-09-28,11:23:00,obsr264117,S60194456,Traveling,19.0,0.72,,3.0,1,G4543775,,"One with a flag, one not.",2019,2019-09-28
2020-02-28 21:08:38,2,Australia,AU,Victoria,AU-VIC,L2549790,H,-38.50954,145.16933,2019-12-01,16:20:00,obsr759660,S61991354,Traveling,30.0,1.0,,6.0,1,,,,2019,2019-12-01
2019-12-29 07:57:16,2,Australia,AU,Western Australia,AU-WA,L1646324,H,-35.02645,117.3311841,2019-12-26,12:56:00,obsr458684,S62729394,Traveling,72.0,0.7,,2.0,1,G4797165,"Initially scoping from Ocean Beach Lookout, looking to the sandflats to the north. After spotting a wader we couldn’t ID (eventually a Wood Sandpiper), we climbed down to the sand and walked across to the sandflats at the pedestrian barrier that aims to protect birds from dogs and people. No time spent at the breaking surf, but no birds apparent in that area. Moderately windy and warm.",A pair below the lookout,2019,2019-12-26
2019-02-19 08:42:39,12,Australia,AU,Western Australia,AU-WA,L2555734,H,-34.17261,119.58412,2019-02-08,10:00:00,obsr1152276,S52922916,Traveling,120.0,5.0,,6.0,1,,,,2019,2019-02-08
2019-01-19 06:13:20,7,Australia,AU,Western Australia,AU-WA,L4002692,H,-32.8463889,115.6716667,2019-01-19,11:30:00,obsr180231,S51813952,Stationary,15.0,,,10.0,1,G3774754,,,2019,2019-01-19
2020-01-23 19:29:02,1,Australia,AU,South Australia,AU-SA,L10532058,P,-32.179497,133.431468,2019-11-15,07:30:00,obsr13494,S63712726,Traveling,140.0,2.0,,2.0,1,G4902295,"14 C, wind east Bf 2, 40% cloud cover",,2019,2019-11-15
2020-04-06 04:09:05,1,Australia,AU,Victoria,AU-VIC,L2551892,H,-37.6120117,149.7191444,2019-08-27,15:09:00,obsr301599,S59300521,Traveling,23.0,0.631,,2.0,1,,,,2019,2019-08-27
2020-02-28 22:55:33,2,Australia,AU,Victoria,AU-VIC,L5173911,P,-38.2727559,144.5017147,2019-08-24,11:55:00,obsr825168,S59526235,Stationary,47.0,,,1.0,1,,,,2019,2019-08-24
2019-01-22 22:49:59,2,Australia,AU,Western Australia,AU-WA,L1186159,H,-34.0030082,122.1686554,2019-01-22,10:53:00,obsr714797,S51952734,Traveling,36.0,1.6,,2.0,1,,,,2019,2019-01-22
2020-03-14 14:53:28,2,Australia,AU,Victoria,AU-VIC,L8786141,H,-38.6348578,145.7488775,2019-11-19,07:00:00,obsr457273,S61729414,Traveling,150.0,1.0,,12.0,1,G4685739,"Branch camp at Inverloch. Obs around the Reserve & nearby beach in early morning & late afternoon. Weather cool in the morning, warm later, few clouds.",Just over a small dune from camp. Leg flag 55 on one bird.,2019,2019-11-19
2020-03-14 03:11:15,2,Australia,AU,Victoria,AU-VIC,L3217170,H,-38.355161,142.335304,2019-07-27,16:52:00,obsr995690,S58483909,Traveling,7.0,0.412,,2.0,1,G4387507,,,2019,2019-07-27
2020-04-04 23:01:21,1,Australia,AU,Victoria,AU-VIC,L2552516,H,-37.57124,149.76356,2019-11-04,15:13:00,obsr301599,S61166834,Traveling,29.0,1.37,,2.0,1,,,,2019,2019-11-04
2020-03-27 02:48:54,7,Australia,AU,Victoria,AU-VIC,L2547409,H,-38.44659,144.85542,2019-11-18,09:00:00,obsr755853,S61570553,Traveling,120.0,8.0,,2.0,1,G4680021,HP monitoring,,2019,2019-11-18
2019-12-23 19:27:36,1,Australia,AU,Tasmania,AU-TAS,L2548709,H,-42.78809,147.53711,2019-12-23,12:00:00,obsr835553,S62551442,Traveling,180.0,2.0,,1.0,1,,"This might well be one of the single best days in Orielton history! Everything one could hope for was there; perfect overcast lighting for dramatic photos, a cool that was bracing but not unpleasant, the beautiful blond rabbits of Golf Course Point... and even my first ever sighting of a Lizard for Orielton, a beautiful and very obliging Eastern Three-Lined Skink on one of the little logs by the Skylarks paddock! The only major detractor was the sheer skittishness of the Waders, of which so many kinds of so many individuals were present that the mind boggles! I had to go out past the Gull Colony, back to the Golf Course, back past the Gull Colony, and even wade, as the Waders all were, to escape the incredibly irritating attentions of the furious Kelp Gulls!! Oh, the Waders... Golden Plovers, Stints, Sharpies, Godwits... even Curlews at last returned to us, and the beautiful Pec!!! But the highlight? The astonishing highlight? Not only was it a first for me at Orielton, and one of the most appealing of all Waders, but it was the available records indicate that this gem was a FIRST EVER IN THE HISTORY OF ORIELTON!!!","This was absolutely the last thing I expected to find on my expedition out past the Gull Colony! I was photographing a fine flock of Red Caps, all of which were scurrying and halting in the nervous manner of their kind, when I suddenly noticed a different, larger bird pottering around behind them, slow yet never stopping, picking daintily at the mud! So big and pale was it that I knew something bizarre was afoot, even with only the first second of my view... and then I saw that head, that pitch black head, and the eye ring shockingly red! It was, in the usual manner of its kind, perfectly contented with being cautiously approached, albeit while seeming deeply confused and disorientated... as well it might! I don't mind saying I actually cursed out loud, such was my shock; after all, not only was this the first Hoodie I've ever seen at Orielton, a real favourite bird at my favourite site, and a Hoodie as far from its usual habitat as one can really hope to see, but according to the available records this bird was THE FIRST EVER HOODED PLOVER IN ORIELTON HISTORY!! And what a first!!",2019,2019-12-23
2020-02-28 21:12:44,3,Australia,AU,Victoria,AU-VIC,L8786157,H,-38.6738511,145.6153679,2019-03-12,10:15:00,obsr629070,S54063305,Traveling,240.0,4.0,,16.0,1,,"There were intermittent showers during the day so the time (4 hours) covered two trips out, one in the morning and one in the afternoon.",,2019,2019-03-12
2019-05-11 04:26:05,4,Australia,AU,Tasmania,AU-TAS,L9119109,P,-39.803791,147.851439,2019-05-05,15:20:00,obsr900746,S56112767,Traveling,75.0,2.0,,1.0,1,,The Docks to climbing at campsite buttress ,,2019,2019-05-05
2020-02-28 23:42:00,1,Australia,AU,Victoria,AU-VIC,L2551987,H,-37.79721,148.54351,2019-10-20,18:00:00,obsr450819,S60776473,Incidental,,,,1.0,0,,,,2019,2019-10-20
2020-02-28 19:53:53,2,Australia,AU,Victoria,AU-VIC,L9564510,P,-39.0321725,146.3088256,2019-06-29,09:00:00,obsr849268,S57828830,Traveling,120.0,6.0,,2.0,1,G4328164,with Nina Tsilikas,,2019,2019-06-29
2020-03-01 15:30:44,2,Australia,AU,Victoria,AU-VIC,L9912185,P,-37.8918011,147.8779546,2019-09-13,13:00:00,obsr664431,S59784479,Traveling,180.0,10.0,,40.0,1,,Riding on the Eco Tourist Boat from Lakes Entrance to Metung and back across the Gippsland Lakes,,2019,2019-09-13
2019-07-06 02:38:20,2,Australia,AU,South Australia,AU-SA,L9594359,P,-34.129903,136.3489,2019-07-05,10:30:00,obsr458173,S57961896,Stationary,60.0,,,2.0,1,,Sat and observed a small close to shore island south of town used as a roost by sea birds.,On the beach opposite the island,2019,2019-07-05
2019-10-26 07:39:27,8,Australia,AU,Tasmania,AU-TAS,L943017,H,-43.3641897,147.3341274,2019-10-25,14:15:00,obsr314962,S60932528,Traveling,157.0,7.242,,8.0,1,G4614854,,,2019,2019-10-25
2020-04-06 03:35:08,7,Australia,AU,Victoria,AU-VIC,L1175694,H,-37.8019022,148.5479128,2019-10-19,18:30:00,obsr450819,S60765721,Incidental,,,,1.0,0,,v windy; lowtide at 6.30am; wswesterly from 26km/hr to 41km/hr or more; sunny breaks; water level seem unusually high when it's so close to low tide??? seas choppy,,2019,2019-10-19
2020-04-05 23:01:52,1,Australia,AU,Victoria,AU-VIC,L1745800,P,-37.8795687,147.9912043,2019-01-28,17:20:00,obsr499730,S52259195,Stationary,15.0,,,3.0,1,G3819221,Echidna tour with Sarah and Susan. Scoping over entrance.,,2019,2019-01-28
2019-08-29 04:21:21,1,Australia,AU,South Australia,AU-SA,L1007582,H,-35.9921014,137.3194263,2019-08-29,16:15:00,obsr755959,S59345993,Incidental,,,,2.0,0,,,,2019,2019-08-29
2019-03-06 00:06:49,1,Australia,AU,Western Australia,AU-WA,L1032814,H,-32.0259058,115.8133221,2019-03-04,16:45:00,obsr754092,S53397847,Traveling,45.0,1.2,,1.0,1,,,,2019,2019-03-04
2020-03-12 02:16:41,5,Australia,AU,Tasmania,AU-TAS,L1479659,H,-43.0095271,147.9314876,2019-01-18,16:00:00,obsr431907,S51784919,Traveling,45.0,1.0,,3.0,1,,Overcast and cool ,Two adults and three chicks.,2019,2019-01-18
2019-01-06 00:59:19,2,Australia,AU,Western Australia,AU-WA,L2556192,H,-34.09861,114.995,2019-01-05,10:53:00,obsr714797,S51370805,Traveling,82.0,2.27,,2.0,1,,,,2019,2019-01-05
2020-02-28 23:09:36,6,Australia,AU,Victoria,AU-VIC,L921929,H,-38.3947852,144.2525053,2019-01-17,13:07:00,obsr995690,S51754564,Traveling,265.0,2.0,,1.0,1,,,"All adults, 3 on rocks below point Addis, 3 more including chick on beach below.",2019,2019-01-17
2019-03-11 18:50:11,2,Australia,AU,Tasmania,AU-TAS,L8835239,P,-41.236406,148.2904889,2019-03-10,10:15:00,obsr429361,S53718360,Traveling,35.0,0.6,,1.0,1,,,,2019,2019-03-10
2020-02-28 21:03:02,4,Australia,AU,Victoria,AU-VIC,L10225911,P,-38.51302,145.34102,2019-10-13,16:23:00,obsr211929,S61919813,Traveling,120.0,4.023,,13.0,1,,,,2019,2019-10-13
2020-02-28 23:49:01,2,Australia,AU,Victoria,AU-VIC,L8919065,P,-37.5798975,149.7470969,2019-03-26,14:34:00,obsr714797,S54235642,Traveling,42.0,1.6,,2.0,1,,,,2019,2019-03-26
2020-04-14 17:46:19,9,Australia,AU,Victoria,AU-VIC,L2548751,H,-38.26204,144.57964,2019-05-19,10:21:00,obsr598621,S56473891,Traveling,60.0,0.32,,2.0,1,G4195891,Mild & sunny. ,"7 adults, 2 juveniles. Some with flags: One juvenile with white flag HB; one adult with white flag MD, one adult with faded orange flag on left leg.",2019,2019-05-19
2019-11-23 15:15:38,2,Australia,AU,Tasmania,AU-TAS,L1206904,H,-42.8292123,147.8733158,2019-07-07,09:15:00,obsr1074608,S57989607,Traveling,180.0,3.5,,1.0,1,,,,2019,2019-07-07
2020-02-28 23:01:44,2,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-01-15,19:43:00,obsr968380,S51724852,Stationary,1.0,,,3.0,0,G3766302,,,2019,2019-01-15
2020-03-26 11:31:38,2,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-10-09,14:51:00,obsr1459664,S61433539,Traveling,38.0,0.483,,13.0,1,G4569559,,,2019,2019-10-09
2020-02-28 23:01:45,3,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-07-27,08:59:00,obsr428349,S58477103,Traveling,21.0,0.798,,2.0,1,G4387572,,,2019,2019-07-27
2020-02-28 23:01:45,1,Australia,AU,Victoria,AU-VIC,L2547426,H,-38.4289166,144.1810942,2019-10-11,11:09:00,obsr644430,S60515061,Traveling,17.0,0.445,,1.0,1,,,Observed from beach access,2019,2019-10-11
2020-04-05 16:23:42,2,Australia,AU,Victoria,AU-VIC,L3223709,H,-37.9617602,147.762723,2019-03-14,14:30:00,obsr419924,S53799721,Traveling,5.0,0.7,,2.0,1,,,,2019,2019-03-14
2020-01-24 08:59:19,2,Australia,AU,South Australia,AU-SA,L1299637,H,-35.2264384,136.8953133,2019-10-31,06:30:00,obsr1095700,S61154965,Traveling,300.0,6.0,,2.0,1,G4903419,,,2019,2019-10-31
2019-12-29 07:57:16,2,Australia,AU,Western Australia,AU-WA,L1646324,H,-35.02645,117.3311841,2019-12-26,12:56:00,obsr450451,S62729393,Traveling,72.0,0.7,,2.0,1,G4797165,"Initially scoping from Ocean Beach Lookout, looking to the sandflats to the north. After spotting a wader we couldn’t ID (eventually a Wood Sandpiper), we climbed down to the sand and walked across to the sandflats at the pedestrian barrier that aims to protect birds from dogs and people. No time spent at the breaking surf, but no birds apparent in that area. Moderately windy and warm.",A pair below the lookout,2019,2019-12-26
2020-02-28 22:53:40,2,Australia,AU,Victoria,AU-VIC,L4051176,H,-38.2838273,144.4265056,2019-02-04,09:34:00,obsr19060,S52349856,Traveling,20.0,0.5,,2.0,1,,,,2019,2019-02-04
2020-02-28 22:31:29,18,Australia,AU,Victoria,AU-VIC,L2548623,H,-38.27322,144.59381,2019-04-10,15:45:00,obsr1269060,S54819080,Stationary,20.0,,,1.0,0,,,4 of the 18 birds were juveniles,2019,2019-04-10
2020-02-28 22:55:31,4,Australia,AU,Victoria,AU-VIC,L5106420,P,-38.2813131,144.4328356,2019-05-09,16:35:00,obsr825168,S56063303,Traveling,50.0,0.5,,1.0,1,,Observations from 42W to 1/2 way to 40W.,All unbanded.,2019,2019-05-09
2019-12-09 19:51:57,1,Australia,AU,Western Australia,AU-WA,L10268029,P,-33.003729,115.686983,2019-12-08,12:30:00,obsr542805,S62168154,Traveling,41.0,3.827,,3.0,1,G4733590,11 k north list #5,,2019,2019-12-08
2020-02-28 23:08:26,1,Australia,AU,Victoria,AU-VIC,L4980790,H,-38.3466153,144.3089497,2019-06-26,,obsr529639,S63988691,Incidental,,,,1.0,0,,GFNC web site Observation,"Observed by Geoff Gates at Jan Juc Surf Beach (-38.34623, 144.316152). A lone juvenile foraging on low tide rock shelf at the eastern end of the beach. My last sighting of a hoodie on Jan Juc beach was 3 years ago.",2019,2019-06-26
2019-01-19 02:19:13,1,Australia,AU,South Australia,AU-SA,L8454698,P,-35.268844,138.450753,2019-01-19,12:48:00,obsr787633,S51816157,Incidental,,,,1.0,0,,,,2019,2019-01-19
2020-04-14 18:01:13,3,Australia,AU,Western Australia,AU-WA,L1120453,H,-34.3632909,117.9888725,2019-10-07,,obsr532139,S60422483,Historical,,,,15.0,1,,With Inala Nature Tours,,2019,2019-10-07
2020-02-28 23:40:49,2,Australia,AU,Victoria,AU-VIC,L2551688,H,-37.65413,149.68554,2019-09-29,09:43:00,obsr337599,S60199867,Traveling,266.0,12.85,,1.0,1,,,,2019,2019-09-29
